file_name,file_name.2,file_name.1,freq,if_univariate,size,length,trend,seasonal,stationary,transition,shifting,correlation
遵义市务川县泥高镇高炉村柏果组滑坡.csv,,,other,False,user,1548,,,,,,
遵义市汇川区山盆镇剑坝村三组滑坡.csv,,,other,False,user,8085,,,,,,
黔西南州兴仁市潘家庄镇粑铺村金竹林组滑坡.csv,,,other,False,user,966,,,,,,
遵义市赤水市长期镇红卫村二组绿草坝（待核销）滑坡.csv,,,other,False,user,18576,,,,,,
六盘水市水城区米箩镇草果村偏坡组滑坡.csv,,,other,False,user,18576,,,,,,
黔西南州兴义市乌沙镇普梯村革居组革居滑坡.csv,,,other,False,user,18576,,,,,,
遵义市仁怀市茅坝镇飞龙村碾厂湾组滑坡.csv,,,other,False,user,7850,,,,,,
毕节市威宁县金钟镇文昌村新田组龙头山滑坡.csv,,,other,False,user,1416,,,,,,
六盘水市六枝特区龙河镇红旗村茶坡组滑坡.csv,,,other,False,user,1369,,,,,,
毕节市织金县以那镇林家寨村周家寨组滑坡.csv,,,other,False,user,18576,,,,,,
六盘水市水城区顺场乡法德村中心、富荣组滑坡.csv,,,other,False,user,9290,,,,,,
毕节市织金县金凤街道鱼塘村烂坝组滑坡.csv,,,other,False,user,966,,,,,,
黔西南州兴仁市新龙场镇民裕村方寨组滑坡.csv,,,other,False,user,18576,,,,,,
六盘水市水城区蟠龙镇院坝村金龙七组花地坡滑坡.csv,,,other,False,user,1369,,,,,,
遵义市红花岗区三渡镇罗庄村大水井组滑坡.csv,,,other,False,user,1210,,,,,,
六盘水市水城区猴场乡打把村十四组、十五组滑坡.csv,,,other,False,user,1343,,,,,,
铜仁市碧江区坝黄镇白果村半坡组滑坡.csv,,,other,False,user,1210,,,,,,
黔东南州岑巩县平庄镇观音冲村观音冲组观音冲滑坡.csv,,,other,False,user,966,,,,,,
遵义市道真县隆兴镇三龙村金竹湾组金竹湾滑坡.csv,,,other,False,user,16422,,,,,,
铜仁市思南县三道水土家族苗族乡三河社区孟家湾组孟家湾滑坡.csv,,,other,False,user,1210,,,,,,
黔西南州册亨县八渡镇伟东村伟林组滑坡.csv,,,other,False,user,18640,,,,,,
遵义市习水县回龙镇九龙村青杠林组青杠林滑坡.csv,,,other,False,user,18576,,,,,,
六盘水市水城区发耳镇新光村老屋基组滑坡.csv,,,other,False,user,1361,,,,,,
黔东南州黄平县谷陇镇鱼良村1、2、3、4组滑坡.csv,,,other,False,user,966,,,,,,
六盘水市钟山区金盆乡麻窝村岔河组米嘎寨滑坡.csv,,,other,False,user,1338,,,,,,
黔东南州镇远县涌溪乡芽溪村田坝三组滑坡.csv,,,other,False,user,966,,,,,,
遵义市余庆县关兴镇狮山村高碑组（新）滑坡.csv,,,other,False,user,16416,,,,,,
六盘水市盘州市柏果镇烂泥沟村3组滑坡.csv,,,other,False,user,1360,,,,,,
遵义市习水县三岔河镇天水池村天水池组大土头滑坡.csv,,,other,False,user,16418,,,,,,
黔东南州剑河县南寨镇绕号村大寨组滑坡.csv,,,other,False,user,1401,,,,,,
黔东南州从江县西山镇卡翁村卡架寨滑坡.csv,,,other,False,user,18576,,,,,,
六盘水市水城区阿戛镇阿戛居委会营脚组滑坡.csv,,,other,False,user,966,,,,,,
黔东南州榕江县兴华乡摆贝村寨头组滑坡.csv,,,other,False,user,7924,,,,,,
黔南州贵定县金南街道胜利村仰巫组滑坡.csv,,,other,False,user,705,,,,,,
